chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
2	ENST00000331342	+	ENSG00000182600	SNORC	protein_coding	232870264	232878700	79	444	366	78	2344	2788
16	ENST00000441824	+	ENSG00000159648	TEPP	protein_coding	57976544	57988116	94	744	651	93	690	1434
10	ENST00000369887	-	ENSG00000148795	CYP17A1	protein_coding	102830531	102837413	53	1579	1527	52	171	1750
11	ENST00000315571	+	ENSG00000179241	LDLRAD3	protein_coding	35944062	36232136	38	1075	1038	37	2739	3814
13	ENST00000379864	-	ENSG00000242715	CCDC169	protein_coding	36222008	36297824	332	751	420	331	5193	5944
7	ENST00000614521	-	ENSG00000157680	DGKI	protein_coding	137381037	137846974	113	3286	3174	112	10183	13469
2	ENST00000642680	+	ENSG00000204406	MBD5	protein_coding	148021091	148516971	1519	6702	5184	1518	4030	10732
3	ENST00000319595	+	ENSG00000179097	HTR1F	protein_coding	87792706	87993839	297	1397	1101	296	1989	3386
9	ENST00000371793	+	ENSG00000130558	OLFM1	protein_coding	135087668	135121180	323	1780	1458	322	1002	2782
6	ENST00000468148	-	ENSG00000112210	RAB23	protein_coding	57186992	57222307	648	1361	714	647	3469	4830
13	ENST00000389797	+	ENSG00000136141	LRCH1	protein_coding	46553170	46744898	228	2519	2292	227	3050	5569
12	ENST00000540096	+	ENSG00000256825	ENSG00000256825	protein_coding	133130984	133202369	91	1167	1077	90	207	1374
15	ENST00000261854	-	ENSG00000138600	SPPL2A	protein_coding	50702266	50765706	174	1736	1563	173	5534	7270
3	ENST00000345003	+	ENSG00000163754	GYG1	protein_coding	148991540	149031775	102	1154	1053	101	4842	5996
1	ENST00000317965	-	ENSG00000177186	OR2M7	protein_coding	248323630	248324568	1	939	939	0	0	939
9	ENST00000325285	-	ENSG00000159069	FBXW5	protein_coding	136940435	136944738	169	1869	1701	168	493	2362
10	ENST00000401604	+	ENSG00000185532	PRKG1	protein_coding	50990888	52298350	492	2507	2016	491	4450	6957
16	ENST00000262424	+	ENSG00000103196	CRISPLD2	protein_coding	84819985	84909508	224	1717	1494	223	2866	4583
18	ENST00000299766	-	ENSG00000166603	MC4R	protein_coding	60371062	60372775	427	1425	999	426	289	1714
2	ENST00000337859	+	ENSG00000065548	ZC3H15	protein_coding	186486260	186509361	124	1404	1281	123	628	2032
9	ENST00000374595	-	ENSG00000119326	CTNNAL1	protein_coding	108942569	109013522	81	2237	2157	80	285	2522
3	ENST00000678921	-	ENSG00000067560	RHOA	protein_coding	49359140	49411994	178	591	414	177	3350	3941
10	ENST00000360521	+	ENSG00000170525	PFKFB3	protein_coding	6202900	6235519	362	1906	1545	361	2618	4524
17	ENST00000269025	+	ENSG00000141294	LRRC46	protein_coding	47831670	47837719	321	1286	966	320	599	1885
12	ENST00000408946	-	ENSG00000170473	PYM1	protein_coding	55901413	55927894	134	748	615	133	459	1207
6	ENST00000467125	-	ENSG00000282218	ENSG00000282218	protein_coding	117318211	117573571	1	933	933	0	-3	930
16	ENST00000565504	+	ENSG00000167515	TRAPPC2L	protein_coding	88857127	88862676	25	750	726	24	2352	3102
20	ENST00000371497	+	ENSG00000182463	TSHZ2	protein_coding	52972358	53495330	937	4041	3105	936	8195	12236
12	ENST00000316299	-	ENSG00000181929	PRKAG1	protein_coding	49002278	49018779	40	1062	1023	39	621	1683
14	ENST00000389857	-	ENSG00000015133	CCDC88C	protein_coding	91271323	91417820	131	6217	6087	130	1302	7519
1	ENST00000611903	+	ENSG00000117643	MAN1C1	protein_coding	25617468	25786206	961	2049	1089	960	2598	4647
2	ENST00000397463	-	ENSG00000150551	LYPD1	protein_coding	132643286	132670205	274	699	426	273	2759	3458
11	ENST00000636508	-	ENSG00000283268	TEX54	protein_coding	62832321	62832841	92	466	375	91	55	521
3	ENST00000287652	+	ENSG00000157014	TATDN2	protein_coding	10248023	10281216	1052	3337	2286	1051	2005	5342
6	ENST00000370336	+	ENSG00000080007	DDX43	protein_coding	73394828	73417566	79	2025	1947	78	405	2430
11	ENST00000527673	-	ENSG00000118181	RPS25	protein_coding	119015717	119018343	60	437	378	59	46	483
11	ENST00000624801	-	ENSG00000221996	OR52B4	protein_coding	4367263	4368386	92	1036	945	91	88	1124
15	ENST00000566586	+	ENSG00000174197	MGA	protein_coding	41660397	41773081	197	8767	8571	196	5801	14568
19	ENST00000589272	-	ENSG00000132026	RTBDN	protein_coding	12825479	12835428	331	948	618	330	1128	2076
6	ENST00000368602	-	ENSG00000173626	TRAPPC3L	protein_coding	116494989	116545684	171	716	546	170	1965	2681
9	ENST00000417201	-	ENSG00000119446	RBM18	protein_coding	122237622	122264840	143	715	573	142	4262	4977
1	ENST00000651561	+	ENSG00000162399	BSND	protein_coding	54998933	55017172	255	1217	963	254	8544	9761
3	ENST00000706789	+	ENSG00000173585	CCR9	protein_coding	45884425	45902880	1591	2664	1074	1590	982	3646
9	ENST00000315480	+	ENSG00000136878	USP20	protein_coding	129835458	129881828	171	2915	2745	170	1555	4470
1	ENST00000436063	-	ENSG00000067334	DNTTIP2	protein_coding	93866284	93879206	59	2329	2271	58	3567	5896
7	ENST00000262187	-	ENSG00000106615	RHEB	protein_coding	151466012	151519895	385	939	555	384	1107	2046
1	ENST00000429204	-	ENSG00000143772	ITPKB	protein_coding	226631690	226739282	448	3288	2841	447	2981	6269
19	ENST00000270458	+	ENSG00000142408	CACNG8	protein_coding	53962937	53990215	207	1484	1278	206	7366	8850
2	ENST00000305123	-	ENSG00000169047	IRS1	protein_coding	226731312	226799820	1083	4811	3729	1082	4960	9771
16	ENST00000219611	+	ENSG00000103326	CAPN15	protein_coding	527712	554636	508	3768	3261	507	1120	4888
17	ENST00000335552	-	ENSG00000186393	KRT26	protein_coding	40766238	40772201	89	1495	1407	88	277	1772
3	ENST00000395694	-	ENSG00000164051	CCDC51	protein_coding	48432173	48440119	141	1376	1236	140	235	1611
7	ENST00000491431	-	ENSG00000197362	ZNF786	protein_coding	149069641	149090718	79	2427	2349	78	782	3209
2	ENST00000444053	-	ENSG00000127837	AAMP	protein_coding	218264129	218270178	93	1400	1308	92	404	1804
12	ENST00000312492	+	ENSG00000172789	HOXC5	protein_coding	54033050	54035361	74	742	669	73	869	1611
15	ENST00000308580	+	ENSG00000138594	TMOD3	protein_coding	51829653	51915725	259	1317	1059	258	6915	8232
1	ENST00000367797	-	ENSG00000198734	F5	protein_coding	169511951	169586481	96	6770	6675	95	2362	9132
8	ENST00000317543	-	ENSG00000283992	SLURP2	protein_coding	142764338	142769828	23	316	294	22	267	583
X	ENST00000328078	+	ENSG00000182890	GLUD2	protein_coding	121047610	121050094	76	1752	1677	75	733	2485
17	ENST00000302228	+	ENSG00000168961	LGALS9	protein_coding	27629798	27649560	1469	2440	972	1468	578	3018
9	ENST00000374088	-	ENSG00000106948	AKNA	protein_coding	114334156	114387982	237	4556	4320	236	2898	7454
6	ENST00000332958	+	ENSG00000185002	RFX6	protein_coding	116877242	116932161	35	2821	2787	34	655	3476
17	ENST00000314728	+	ENSG00000072134	EPN2	protein_coding	19237366	19336715	460	2385	1926	459	2461	4846
12	ENST00000538872	+	ENSG00000120645	IQSEC3	protein_coding	66767	178455	117	3665	3549	116	3422	7087
1	ENST00000368843	+	ENSG00000143376	SNX27	protein_coding	151612029	151699091	174	1760	1587	173	5490	7250
11	ENST00000687084	+	ENSG00000183560	IZUMO1R	protein_coding	94304580	94308146	307	1059	753	306	454	1513
16	ENST00000529806	-	ENSG00000140988	RPS2	protein_coding	1962079	1964812	188	817	630	187	176	993
10	ENST00000333926	+	ENSG00000122873	CISD1	protein_coding	58269162	58289586	113	439	327	112	1936	2375
11	ENST00000279281	+	ENSG00000149823	VPS51	protein_coding	65096214	65111862	38	2386	2349	37	275	2661
18	ENST00000415083	-	ENSG00000141380	SS18	protein_coding	26016253	26090613	45	1301	1257	44	2101	3402
3	ENST00000477224	-	ENSG00000164076	CAMKV	protein_coding	49857989	49869906	164	1669	1506	163	1329	2998
17	ENST00000584667	+	ENSG00000161526	SAP30BP	protein_coding	75667338	75708059	36	962	927	35	1538	2500
1	ENST00000262450	-	ENSG00000116254	CHD5	protein_coding	6101787	6180321	299	6163	5865	298	3687	9850
6	ENST00000618958	-	ENSG00000275221	H2AC15	protein_coding	27837880	27838375	37	429	393	36	67	496
13	ENST00000400393	-	ENSG00000186047	DLEU7	protein_coding	50711901	50843939	294	776	483	293	1316	2092
16	ENST00000539556	-	ENSG00000153789	CIBAR2	protein_coding	85098358	85112472	121	1035	915	120	827	1862
19	ENST00000456935	-	ENSG00000104774	MAN2B1	protein_coding	12646512	12666742	42	3077	3036	41	108	3185
10	ENST00000374115	+	ENSG00000187714	SLC18A3	protein_coding	49610310	49612720	432	2030	1599	431	381	2411
19	ENST00000397910	-	ENSG00000181143	MUC16	protein_coding	8848844	8981342	205	43728	43524	204	88	43816
19	ENST00000597959	+	ENSG00000269711	ENSG00000269711	protein_coding	7678501	7682854	1	412	412	0	365	777
1	ENST00000506599	-	ENSG00000250719	P3R3URF	protein_coding	46175486	46176488	18	305	288	17	100	405
9	ENST00000682961	-	ENSG00000165181	SHOC1	protein_coding	111686171	111794937	75	4601	4527	74	599	5200
5	ENST00000513458	-	ENSG00000153006	SREK1IP1	protein_coding	64718148	64768691	175	642	468	174	6236	6878
2	ENST00000395323	+	ENSG00000213626	LBH	protein_coding	30231534	30260028	206	523	318	205	2407	2930
2	ENST00000409886	-	ENSG00000153165	RGPD3	protein_coding	106403406	106468413	126	5402	5277	125	1813	7215
22	ENST00000644935	+	ENSG00000100106	TRIOBP	protein_coding	37697048	37776556	212	7309	7098	211	2776	10085
7	ENST00000479870	-	ENSG00000198420	TCAF1	protein_coding	143851375	143902176	231	2996	2766	230	2758	5754
19	ENST00000221403	+	ENSG00000104808	DHDH	protein_coding	48933699	48944969	24	1028	1005	23	36	1064
9	ENST00000259631	-	ENSG00000213927	CCL27	protein_coding	34661890	34662657	25	363	339	24	54	417
11	ENST00000321252	-	ENSG00000181499	OR6T1	protein_coding	123942867	123943838	1	972	972	0	0	972
17	ENST00000316694	-	ENSG00000176974	SHMT1	protein_coding	18327873	18363550	199	1650	1452	198	877	2527
20	ENST00000217086	-	ENSG00000101115	SALL4	protein_coding	51782331	51802521	114	3275	3162	113	1934	5209
17	ENST00000328434	-	ENSG00000183978	COA3	protein_coding	42797625	42798704	24	344	321	23	436	780
5	ENST00000304460	+	ENSG00000174358	SLC6A19	protein_coding	1201595	1225111	57	1961	1905	56	3207	5168
12	ENST00000266509	+	ENSG00000139155	SLCO1C1	protein_coding	20695332	20753386	502	2640	2139	501	858	3498
17	ENST00000580907	+	ENSG00000108691	CCL2	protein_coding	34255274	34257208	77	274	198	76	865	1139
14	ENST00000557105	-	ENSG00000173464	RNASE11	protein_coding	20582892	20588001	228	745	518	227	1065	1810
16	ENST00000299709	-	ENSG00000166558	SLC38A8	protein_coding	84009667	84042795	248	1555	1308	247	117	1672
21	ENST00000330798	+	ENSG00000184032	KRTAP20-2	protein_coding	30635206	30635619	59	256	198	58	158	414
11	ENST00000311907	+	ENSG00000180210	F2	protein_coding	46719213	46739506	24	1892	1869	23	98	1990
6	ENST00000536551	+	ENSG00000230873	STMND1	protein_coding	17102050	17131378	209	1039	831	208	497	1536
20	ENST00000356286	+	ENSG00000125826	RBCK1	protein_coding	408299	432139	460	1992	1533	459	1709	3701
17	ENST00000502517	-	ENSG00000167117	ANKRD40CL	protein_coding	50762851	50767557	194	415	222	193	525	940
1	ENST00000614012	+	ENSG00000153029	MR1	protein_coding	181033374	181061938	213	1238	1026	212	6673	7911
18	ENST00000408945	+	ENSG00000221887	HMSD	protein_coding	63949301	63961835	203	622	420	202	1480	2102
X	ENST00000376940	+	ENSG00000171489	SPACA5	protein_coding	48006988	48009733	816	1295	480	815	88	1383
21	ENST00000691173	+	ENSG00000142197	DOP1B	protein_coding	36156824	36294274	147	7043	6897	146	703	7746
16	ENST00000398944	-	ENSG00000205609	EIF3CL	protein_coding	28379579	28403841	90	2834	2745	89	219	3053
1	ENST00000368686	+	ENSG00000160679	CHTOP	protein_coding	153638342	153644385	9	314	306	8	1936	2250
12	ENST00000552878	-	ENSG00000134285	FKBP11	protein_coding	48922565	48925511	84	632	549	83	420	1052
2	ENST00000546354	+	ENSG00000178752	ERFE	protein_coding	238158970	238168890	39	1103	1065	38	1836	2939
1	ENST00000374379	+	ENSG00000169504	CLIC4	protein_coding	24745447	24844321	108	869	762	107	3384	4253
16	ENST00000289968	-	ENSG00000140750	ARHGAP17	protein_coding	24919389	25015369	109	2754	2646	108	741	3495
2	ENST00000409212	+	ENSG00000130147	SH3BP4	protein_coding	234978685	235055648	508	3399	2892	507	1832	5231
12	ENST00000529983	-	ENSG00000257594	GALNT4	protein_coding	89519412	89524796	248	1984	1737	247	3401	5385
16	ENST00000290776	+	ENSG00000140848	CPNE2	protein_coding	57092583	57148369	244	1890	1647	243	711	2601
19	ENST00000586012	-	ENSG00000267157	ENSG00000267157	protein_coding	5784005	5785619	1	234	234	0	347	581
7	ENST00000678049	-	ENSG00000146830	GIGYF1	protein_coding	100679507	100694250	1240	4347	3108	1239	2212	6559
1	ENST00000294854	+	ENSG00000121446	RGSL1	protein_coding	182450146	182560597	21	3251	3231	20	484	3735
6	ENST00000620693	+	ENSG00000124507	PACSIN1	protein_coding	34466061	34535221	274	1608	1335	273	2691	4299
6	ENST00000367255	-	ENSG00000131018	SYNE1	protein_coding	152121687	152637362	566	26959	26394	565	749	27708
1	ENST00000340385	+	ENSG00000117592	PRDX6	protein_coding	173477335	173488815	64	738	675	63	952	1690
1	ENST00000271064	+	ENSG00000142910	TINAGL1	protein_coding	31576515	31587686	97	1500	1404	96	707	2207
4	ENST00000264433	+	ENSG00000052795	FNIP2	protein_coding	158769026	158908050	188	3532	3345	187	3506	7038
12	ENST00000266534	+	ENSG00000139173	TMEM117	protein_coding	43836081	44389758	145	1689	1545	144	1086	2775
1	ENST00000610710	+	ENSG00000243710	CFAP57	protein_coding	43172330	43254355	147	3998	3852	146	164	4162
2	ENST00000263915	-	ENSG00000115290	GRB14	protein_coding	164492417	164621482	174	1796	1623	173	619	2415
16	ENST00000525596	-	ENSG00000214940	NPIPA8	protein_coding	18317919	18336736	430	1539	1110	429	49	1588
8	ENST00000318124	-	ENSG00000177243	DEFB103B	protein_coding	7428888	7430348	219	422	204	218	96	518
4	ENST00000302085	+	ENSG00000170365	SMAD1	protein_coding	145481853	145559176	363	1760	1398	362	1242	3002
6	ENST00000304218	+	ENSG00000168298	H1-4	protein_coding	26156329	26157115	63	722	660	62	65	787
3	ENST00000425534	-	ENSG00000163412	EIF4E3	protein_coding	71675414	71725402	36	710	675	35	9268	9978
21	ENST00000680862	+	ENSG00000183486	MX2	protein_coding	41370452	41409329	266	2413	2148	265	1096	3509
6	ENST00000675098	-	ENSG00000288614	ENSG00000288614	protein_coding	53041266	53041385	1	120	120	0	0	120
19	ENST00000324436	-	ENSG00000181786	ACTL9	protein_coding	8697400	8698795	95	1345	1251	94	51	1396
X	ENST00000346279	-	ENSG00000171402	XAGE3	protein_coding	52862528	52868083	87	422	336	86	90	512
9	ENST00000322310	+	ENSG00000176101	SSNA1	protein_coding	137188676	137190366	52	411	360	51	452	863
7	ENST00000361125	-	ENSG00000198742	SMURF1	protein_coding	99027441	99144100	321	2594	2274	320	3143	5737
19	ENST00000222224	-	ENSG00000105617	LENG1	protein_coding	54155161	54159721	27	821	795	26	560	1381
10	ENST00000372391	-	ENSG00000151208	DLG5	protein_coding	77790791	77926755	236	5995	5760	235	1649	7644
7	ENST00000470691	-	ENSG00000271321	CTAGE6	protein_coding	143755089	143757696	39	2372	2334	38	236	2608
X	ENST00000275954	-	ENSG00000147027	TMEM47	protein_coding	34627075	34657285	257	802	546	256	3238	4040
1	ENST00000374630	+	ENSG00000133216	EPHB2	protein_coding	22710839	22921500	145	3105	2961	144	7930	11035
19	ENST00000592923	+	ENSG00000130176	CNN1	protein_coding	11538767	11550322	578	1321	744	577	527	1848
X	ENST00000468660	+	ENSG00000102349	KLF8	protein_coding	56232356	56291531	980	2059	1080	979	7037	9096
4	ENST00000359562	-	ENSG00000164107	HAND2	protein_coding	173526091	173530229	941	1594	654	940	1186	2780
22	ENST00000216177	-	ENSG00000100341	PNPLA5	protein_coding	43879678	43892013	134	1423	1290	133	1117	2540
16	ENST00000647211	-	ENSG00000103494	RPGRIP1L	protein_coding	53598153	53703859	65	4012	3948	64	3923	7935
12	ENST00000308208	+	ENSG00000173093	CCDC63	protein_coding	110846987	110907535	216	1907	1692	215	59	1966
4	ENST00000226413	-	ENSG00000109163	GNRHR	protein_coding	67737118	67754388	54	1040	987	53	3362	4402
6	ENST00000619133	-	ENSG00000272398	CD24	protein_coding	106969831	106975465	441	683	243	440	1830	2513
19	ENST00000222008	-	ENSG00000105404	RABAC1	protein_coding	41956683	41959321	30	587	558	29	163	750
X	ENST00000361446	+	ENSG00000236737	GAGE12B	protein_coding	49529869	49529985	1	23	23	0	94	117
2	ENST00000422006	+	ENSG00000138385	SSB	protein_coding	169791933	169807071	1910	2466	557	1909	-3	2463
11	ENST00000527644	+	ENSG00000214063	TSPAN4	protein_coding	849816	867111	214	1206	993	213	481	1687
9	ENST00000340384	+	ENSG00000188229	TUBB4B	protein_coding	137241287	137243707	75	1412	1338	74	151	1563
X	ENST00000542278	-	ENSG00000165195	PIGA	protein_coding	15319455	15335429	121	1575	1455	120	2051	3626
4	ENST00000274054	-	ENSG00000145414	NAF1	protein_coding	163128669	163166890	164	1648	1485	163	228	1876
8	ENST00000311955	-	ENSG00000174429	ABRA	protein_coding	106759483	106770244	55	1200	1146	54	1554	2754
15	ENST00000341861	-	ENSG00000074603	DPP8	protein_coding	65442463	65517273	1582	4278	2697	1581	4421	8699
1	ENST00000367771	-	ENSG00000000457	SCYL3	protein_coding	169849631	169893896	160	2226	2067	159	4082	6308
8	ENST00000648164	-	ENSG00000169427	KCNK9	protein_coding	139617121	139704109	1118	2242	1125	1117	1137	3379
19	ENST00000391960	+	ENSG00000159885	ZNF222	protein_coding	44025379	44033110	59	1534	1476	58	80	1614
X	ENST00000341864	-	ENSG00000187325	TAF9B	protein_coding	78129748	78139650	40	795	756	39	1862	2657
5	ENST00000265343	-	ENSG00000072364	AFF4	protein_coding	132875395	132963634	381	3872	3492	380	5664	9536
8	ENST00000306185	-	ENSG00000172172	MRPL13	protein_coding	120395437	120445150	57	593	537	56	667	1260
5	ENST00000437043	+	ENSG00000164308	ERAP2	protein_coding	96876500	96919703	151	3033	2883	150	2098	5131
22	ENST00000216024	-	ENSG00000100206	DMC1	protein_coding	38518948	38570183	175	1197	1023	174	1072	2269
19	ENST00000242784	-	ENSG00000123144	TRIR	protein_coding	12730640	12734684	28	558	531	27	321	879
18	ENST00000327606	-	ENSG00000185231	MC2R	protein_coding	13882044	13915536	178	1071	894	177	2581	3652
19	ENST00000600228	-	ENSG00000204611	ZNF616	protein_coding	52113091	52139938	284	2629	2346	283	1727	4356
8	ENST00000328599	+	ENSG00000183665	TRMT12	protein_coding	124450820	124453026	109	1455	1347	108	752	2207
16	ENST00000287461	-	ENSG00000156853	ZNF689	protein_coding	30602558	30610389	349	1851	1503	348	1706	3557
22	ENST00000329021	-	ENSG00000235568	NFAM1	protein_coding	42380407	42432403	47	859	813	46	4754	5613
7	ENST00000395422	-	ENSG00000106153	CHCHD2	protein_coding	56101573	56106476	64	519	456	63	278	797
10	ENST00000404190	+	ENSG00000204021	LIPK	protein_coding	88706249	88752776	84	1283	1200	83	20	1303
10	ENST00000368592	-	ENSG00000148826	NKX6-2	protein_coding	132783181	132786147	200	1033	834	199	1735	2768
22	ENST00000406772	+	ENSG00000100083	GGA1	protein_coding	37609040	37633563	653	2353	1701	652	852	3205
11	ENST00000310128	-	ENSG00000175538	KCNE3	protein_coding	74454841	74467549	342	653	312	341	2411	3064
3	ENST00000309993	-	ENSG00000174579	MSL2	protein_coding	136148917	136196335	1223	2956	1734	1222	2230	5186
X	ENST00000683843	+	ENSG00000147234	FRMPD3	protein_coding	107449652	107605251	362	5695	5334	361	1878	7573
X	ENST00000602297	+	ENSG00000188408	MAGEB5	protein_coding	26216169	26218270	248	1075	828	247	141	1216
7	ENST00000325974	+	ENSG00000122674	CCZ1	protein_coding	5898733	5926550	68	1516	1449	67	863	2379
19	ENST00000397881	+	ENSG00000130813	SHFL	protein_coding	10086852	10093242	478	1200	723	477	940	2140
5	ENST00000395047	-	ENSG00000213585	VDAC1	protein_coding	133971952	134004842	203	1054	852	202	819	1873
12	ENST00000320756	-	ENSG00000111196	MAGOHB	protein_coding	10604193	10613609	78	524	447	77	2082	2606
1	ENST00000366955	+	ENSG00000117724	CENPF	protein_coding	214603195	214664571	169	9513	9345	168	777	10290
1	ENST00000581138	+	ENSG00000279782	PPIAL4F	protein_coding	144592893	144593652	51	545	495	50	215	760
1	ENST00000372766	+	ENSG00000188800	TMCO2	protein_coding	40247937	40251684	58	606	549	57	90	696
2	ENST00000358215	+	ENSG00000144591	GMPPA	protein_coding	219498901	219506989	370	1632	1263	369	191	1823
8	ENST00000382208	+	ENSG00000205883	DEFB135	protein_coding	11982256	11984590	66	299	234	65	0	299
4	ENST00000316355	+	ENSG00000138764	CCNG2	protein_coding	77157207	77170060	301	1335	1035	300	4136	5471
11	ENST00000393946	+	ENSG00000173227	SYT12	protein_coding	67006778	67050863	1163	2428	1266	1162	2106	4534
X	ENST00000243300	+	ENSG00000123572	NRK	protein_coding	105822539	105958610	308	5056	4749	307	3010	8066
11	ENST00000617285	-	ENSG00000149428	HYOU1	protein_coding	119044188	119057205	194	3193	3000	193	1405	4598
9	ENST00000380394	-	ENSG00000137154	RPS6	protein_coding	19375715	19380236	42	791	750	41	578	1369
6	ENST00000259818	-	ENSG00000137285	TUBB2B	protein_coding	3224277	3227653	111	1448	1338	110	474	1922
1	ENST00000304244	+	ENSG00000170128	GPR25	protein_coding	200872981	200874178	58	1143	1086	57	55	1198
9	ENST00000408954	+	ENSG00000196730	DAPK1	protein_coding	87497867	87708634	350	4642	4293	349	1270	5912
21	ENST00000270162	-	ENSG00000142178	SIK1	protein_coding	43414483	43427131	137	2488	2352	136	2259	4747
20	ENST00000357886	-	ENSG00000101391	CDK5RAP1	protein_coding	33358839	33401561	155	1960	1806	154	204	2164
8	ENST00000403000	-	ENSG00000291317	TMEM276	protein_coding	144463817	144465489	589	1167	579	588	310	1477
2	ENST00000264705	+	ENSG00000084774	CAD	protein_coding	27217369	27243943	184	6861	6678	183	425	7286
5	ENST00000503335	+	ENSG00000145794	MEGF10	protein_coding	127290796	127461222	280	3702	3423	279	3904	7606
17	ENST00000436068	-	ENSG00000141027	NCOR1	protein_coding	16029065	16215554	264	7808	7545	263	3231	11039
1	ENST00000617190	-	ENSG00000132128	LRRC41	protein_coding	46277462	46303616	295	2733	2439	294	1403	4136
9	ENST00000376371	-	ENSG00000165113	GKAP1	protein_coding	83739425	83817769	429	1529	1101	428	272	1801
1	ENST00000371655	-	ENSG00000169213	RAB3B	protein_coding	51907956	51990700	150	809	660	149	11971	12780
2	ENST00000405546	+	ENSG00000168397	ATG4B	protein_coding	241637213	241673854	503	1645	1143	502	1649	3294
9	ENST00000377716	-	ENSG00000122696	SLC25A51	protein_coding	37887604	37904110	745	1638	894	744	53	1691
22	ENST00000397147	+	ENSG00000100365	NCF4	protein_coding	36860988	36878017	185	1231	1047	184	412	1643
12	ENST00000262225	+	ENSG00000086598	TMED2	protein_coding	123584552	123598582	86	691	606	85	1853	2544
6	ENST00000374023	-	ENSG00000196821	ILRUN	protein_coding	34587288	34696767	165	1061	897	164	3277	4338
18	ENST00000683218	+	ENSG00000167216	KATNAL2	protein_coding	46917602	47102243	835	2451	1617	834	1238	3689
12	ENST00000240618	-	ENSG00000213809	KLRK1	protein_coding	10372353	10390041	165	815	651	164	761	1576
11	ENST00000531120	+	ENSG00000149100	EIF3M	protein_coding	32583831	32606264	58	1182	1125	57	3865	5047
5	ENST00000296786	+	ENSG00000164332	UBLCP1	protein_coding	159263290	159286036	118	1074	957	117	1105	2179
5	ENST00000284274	+	ENSG00000154124	OTULIN	protein_coding	14664718	14699850	109	1167	1059	108	6802	7969
3	ENST00000679367	+	ENSG00000154743	TSEN2	protein_coding	12484563	12533649	336	1718	1383	335	1945	3663
3	ENST00000394162	+	ENSG00000064225	ST3GAL6	protein_coding	98732704	98795845	492	1487	996	491	2084	3571
X	ENST00000639756	+	ENSG00000170935	NCBP2L	protein_coding	107774899	107795829	345	806	462	344	1147	1953
1	ENST00000648844	-	ENSG00000153207	AHCTF1	protein_coding	246839098	246931948	379	7179	6801	378	1708	8887
5	ENST00000511181	+	ENSG00000049860	HEXB	protein_coding	74640023	74721288	913	1908	996	912	113	2021
4	ENST00000621961	+	ENSG00000169851	PCDH7	protein_coding	30720369	31146800	1055	4864	3810	1054	3951	8815
15	ENST00000695569	-	ENSG00000140545	MFGE8	protein_coding	88903513	88913410	92	799	708	91	2221	3020
1	ENST00000334785	+	ENSG00000162614	NEXN	protein_coding	77888624	77943895	189	2216	2028	188	1066	3282
X	ENST00000378993	+	ENSG00000169306	IL1RAPL1	protein_coding	28587446	29956718	627	2717	2091	626	898	3615
2	ENST00000295108	-	ENSG00000162992	NEUROD1	protein_coding	181676467	181680517	100	1170	1071	99	1323	2493
1	ENST00000543831	+	ENSG00000203859	HSD3B2	protein_coding	119414931	119423035	250	1368	1119	249	415	1783
4	ENST00000507489	-	ENSG00000170448	NFXL1	protein_coding	47847240	47914583	222	2957	2736	221	923	3880
16	ENST00000562641	-	ENSG00000090238	YPEL3	protein_coding	30093762	30096012	531	944	414	530	997	1941
12	ENST00000398055	-	ENSG00000174206	KICS2	protein_coding	64191080	64222296	60	1397	1338	59	2762	4159
15	ENST00000319212	+	ENSG00000166938	DIS3L	protein_coding	66293568	66333898	30	3194	3165	29	586	3780
X	ENST00000636096	+	ENSG00000283599	ENSG00000283599	protein_coding	71667546	71671527	259	1815	1557	258	175	1990
20	ENST00000692112	+	ENSG00000197122	SRC	protein_coding	37346109	37406050	513	2123	1611	512	2671	4794
14	ENST00000298097	-	ENSG00000165355	FBXO33	protein_coding	39397684	39432433	272	1939	1668	271	1832	3771
20	ENST00000372769	+	ENSG00000124157	SEMG2	protein_coding	45221373	45224458	18	1766	1749	17	212	1978
X	ENST00000538820	+	ENSG00000147166	ITGB1BP2	protein_coding	71301787	71305301	341	1330	990	340	109	1439
17	ENST00000209728	+	ENSG00000094804	CDC6	protein_coding	40287879	40304657	226	1908	1683	225	2656	4564
20	ENST00000338821	-	ENSG00000054793	ATP9A	protein_coding	51596514	51768390	22	3165	3144	21	4697	7862
6	ENST00000454783	+	ENSG00000226979	LTA	protein_coding	31572054	31574324	259	876	618	258	631	1507
12	ENST00000243056	+	ENSG00000123364	HOXC13	protein_coding	53938831	53946544	77	1069	993	76	1288	2357
1	ENST00000372299	+	ENSG00000171872	KLF17	protein_coding	44118821	44135140	88	1257	1170	87	1903	3160
15	ENST00000290378	-	ENSG00000159251	ACTC1	protein_coding	34790230	34795549	67	1200	1134	66	182	1382
17	ENST00000399398	-	ENSG00000189051	RNF222	protein_coding	8390702	8397827	311	973	663	310	2097	3070
19	ENST00000347077	+	ENSG00000187187	ZNF546	protein_coding	39997060	40021038	233	2743	2511	232	5257	8000
12	ENST00000453000	+	ENSG00000157782	CABP1	protein_coding	120655299	120667324	513	1433	921	512	424	1857
9	ENST00000377276	-	ENSG00000165059	PRKACG	protein_coding	69012504	69014113	22	1077	1056	21	533	1610
12	ENST00000228641	+	ENSG00000111046	MYF6	protein_coding	80707634	80709474	87	815	729	86	514	1329
